transaction_id,account_id,transaction_date,transaction_hour,amount,transcation_type,category
165,6,2026-06-19,10,225.64,Debit,Transfer
166,6,2026-06-29,14,341.93,Credit,"ATM Withdrawal"
167,6,2026-06-30,10,271.61,Credit,Dining
168,7,2026-03-14,17,30.24,Debit,"Loan Payment"
169,7,2026-03-14,10,102.42,Credit,"ATM Withdrawal"
170,7,2026-03-28,15,49.48,Credit,"Loan Payment"
171,7,2026-03-29,5,186.06,Debit,"ATM Withdrawal"
172,7,2026-03-31,8,87.09,Debit,"ATM Withdrawal"
173,7,2026-04-07,11,141.76,Debit,"ATM Withdrawal"
174,7,2026-04-14,13,122.81,Debit,Utilities
175,7,2026-04-17,9,180.43,Debit,"ATM Withdrawal"
176,7,2026-04-19,11,110.02,Credit,"Loan Payment"
177,7,2026-04-21,10,70.29,Debit,Groceries
178,7,2026-04-22,16,145.60,Debit,Utilities
179,7,2026-05-03,14,140.72,Debit,Travel
180,7,2026-05-07,12,55.50,Debit,"ATM Withdrawal"
181,7,2026-05-18,11,186.34,Debit,Dining
182,7,2026-05-21,13,135.51,Debit,Groceries
183,7,2026-05-28,16,87.49,Debit,"Loan Payment"
184,7,2026-05-31,14,139.13,Credit,Transfer
185,7,2026-06-01,19,156.65,Debit,"Loan Payment"
186,7,2026-06-04,13,53.07,Debit,Utilities
187,7,2026-06-22,13,96.45,Credit,Utilities
188,7,2026-06-24,13,161.12,Debit,Transfer
189,7,2026-06-24,18,143.75,Debit,Groceries
190,7,2026-06-26,10,115.98,Debit,"ATM Withdrawal"
191,8,2026-03-03,16,166.51,Debit,Utilities
192,8,2026-03-17,20,185.78,Debit,Dining
193,8,2026-03-20,19,142.12,Debit,Shopping
194,8,2026-03-24,23,152.39,Debit,Shopping
195,8,2026-04-02,16,92.83,Debit,Groceries
196,8,2026-04-06,15,95.94,Debit,Utilities
197,8,2026-04-19,13,108.07,Debit,Transfer
198,8,2026-04-25,17,150.47,Debit,"Loan Payment"
199,8,2026-05-16,7,135.02,Debit,Transfer
200,8,2026-05-17,19,42.85,Debit,Shopping
201,8,2026-05-18,18,92.73,Debit,Utilities
202,8,2026-05-19,18,80.12,Debit,"ATM Withdrawal"
203,8,2026-05-29,11,126.37,Debit,Travel
204,8,2026-05-29,14,31.90,Debit,Transfer
205,8,2026-05-30,11,58.87,Debit,Transfer
206,8,2026-06-07,14,88.29,Debit,Utilities
207,8,2026-06-19,19,114.59,Debit,Travel
208,8,2026-06-25,13,5.00,Debit,Dining
209,9,2026-03-14,19,116.39,Debit,Dining
210,9,2026-03-16,16,66.15,Credit,Travel
211,9,2026-03-16,13,127.91,Debit,Shopping
212,9,2026-03-19,11,107.58,Debit,"Loan Payment"
213,9,2026-03-25,10,95.01,Credit,Travel
214,9,2026-03-26,17,87.93,Debit,Dining
215,9,2026-03-26,21,133.52,Debit,Utilities
216,9,2026-03-28,3,75.02,Debit,Shopping
217,9,2026-04-02,9,86.18,Debit,Transfer
218,9,2026-04-06,14,168.95,Credit,Utilities
219,9,2026-04-09,15,169.45,Debit,"Loan Payment"
220,9,2026-04-12,15,165.08,Debit,"ATM Withdrawal"
221,9,2026-04-13,14,76.06,Credit,Transfer
222,9,2026-04-13,17,109.12,Debit,Shopping
223,9,2026-04-18,12,115.80,Debit,Transfer
224,9,2026-04-20,15,67.94,Debit,"Loan Payment"
225,9,2026-04-21,17,114.88,Debit,Travel
226,9,2026-04-23,11,171.85,Credit,Groceries
227,9,2026-05-01,19,118.73,Debit,Dining
228,9,2026-05-02,13,106.44,Debit,Dining
229,9,2026-05-03,21,164.08,Credit,Dining
230,9,2026-05-14,9,159.60,Debit,"Loan Payment"
231,9,2026-05-18,10,88.98,Debit,Transfer
232,9,2026-05-18,15,231.46,Debit,Groceries
233,9,2026-05-23,14,128.87,Credit,Travel
234,9,2026-06-01,20,120.36,Debit,Groceries
235,9,2026-06-04,17,161.60,Debit,"Loan Payment"
236,9,2026-06-05,13,176.39,Credit,"Loan Payment"
237,9,2026-06-05,12,212.51,Debit,Groceries
238,9,2026-06-12,18,74.70,Debit,Groceries
239,9,2026-06-14,6,139.77,Debit,Utilities
240,9,2026-06-18,16,30.03,Debit,"Loan Payment"
241,9,2026-06-20,13,245.35,Debit,Transfer
242,9,2026-06-23,15,136.65,Debit,Utilities
243,9,2026-06-24,17,98.43,Debit,Travel
244,9,2026-06-30,16,133.25,Debit,Transfer
245,10,2026-03-16,16,124.79,Credit,Shopping
246,10,2026-03-21,7,72.47,Credit,"Loan Payment"
247,10,2026-03-22,21,112.65,Debit,"ATM Withdrawal"
248,10,2026-03-22,16,134.99,Debit,Travel
249,10,2026-03-29,3,62.99,Debit,Groceries
250,10,2026-04-02,10,69.56,Debit,Utilities
251,10,2026-04-14,14,87.81,Debit,Groceries
252,10,2026-04-27,17,127.49,Debit,Groceries
253,10,2026-05-03,16,168.61,Debit,Utilities
254,10,2026-05-09,8,137.42,Credit,Dining
255,10,2026-05-09,16,110.90,Debit,Travel
256,10,2026-05-13,12,60.39,Credit,Transfer
257,10,2026-05-16,19,125.67,Debit,Transfer
258,10,2026-05-19,7,125.46,Debit,"Loan Payment"
259,10,2026-05-25,5,71.50,Debit,Transfer
260,10,2026-06-01,19,112.52,Debit,Dining
261,10,2026-06-16,21,105.93,Credit,Dining
262,10,2026-06-16,11,83.35,Debit,"ATM Withdrawal"
263,11,2026-03-03,9,61.26,Debit,Transfer
264,11,2026-03-12,8,87.28,Debit,"Loan Payment"
265,11,2026-03-18,3,51.79,Credit,Shopping
266,11,2026-03-21,15,127.62,Credit,Travel
267,11,2026-04-01,10,82.27,Debit,Utilities
268,11,2026-04-08,16,70.49,Credit,Travel
269,11,2026-04-21,17,5.00,Credit,Groceries
270,11,2026-04-23,17,65.80,Debit,Dining
271,11,2026-05-03,5,72.39,Debit,Dining
272,11,2026-05-05,12,63.16,Credit,Groceries
273,11,2026-05-08,16,92.73,Debit,"Loan Payment"
274,11,2026-05-17,14,114.35,Debit,Dining
275,11,2026-05-31,12,35.87,Debit,"Loan Payment"
276,11,2026-06-16,9,33.32,Debit,Groceries
277,11,2026-06-17,13,80.84,Debit,Transfer
278,11,2026-06-17,14,54.76,Debit,"Loan Payment"
279,11,2026-06-24,16,83.27,Debit,Shopping
280,11,2026-06-26,19,74.04,Debit,Transfer
281,12,2026-03-03,22,47.14,Debit,"ATM Withdrawal"
282,12,2026-03-07,10,12.69,Credit,Travel
283,12,2026-03-10,5,47.73,Debit,"ATM Withdrawal"
284,12,2026-03-14,18,39.24,Debit,"ATM Withdrawal"
285,12,2026-03-15,14,86.42,Debit,Dining
286,12,2026-03-17,13,60.15,Credit,"Loan Payment"
287,12,2026-03-18,15,54.35,Debit,"ATM Withdrawal"
288,12,2026-03-21,8,82.08,Debit,Travel
289,12,2026-03-28,15,66.58,Debit,Groceries
290,12,2026-04-05,12,57.84,Debit,Utilities
291,12,2026-04-09,17,63.14,Debit,Groceries
292,12,2026-04-16,14,17.63,Debit,Transfer
293,12,2026-05-05,16,83.64,Credit,Dining
294,12,2026-05-11,16,6.43,Debit,Groceries
295,12,2026-05-11,12,46.56,Debit,Travel
296,12,2026-05-14,21,34.18,Debit,Utilities
297,12,2026-06-08,17,27.61,Debit,Travel
298,12,2026-06-09,19,25.54,Debit,Shopping
299,12,2026-06-26,10,72.64,Debit,Groceries
300,13,2026-03-04,14,61.68,Debit,Shopping
301,13,2026-03-11,15,245.87,Debit,"Loan Payment"
302,13,2026-03-12,11,131.77,Credit,Shopping
303,13,2026-03-16,14,237.48,Debit,Dining
304,13,2026-03-17,12,252.63,Debit,Dining
305,13,2026-03-17,16,124.49,Debit,Transfer
306,13,2026-03-19,22,138.69,Debit,Travel
307,13,2026-03-20,17,183.34,Credit,Dining
308,13,2026-03-21,10,277.22,Debit,Shopping
309,13,2026-03-27,17,191.62,Debit,Travel
310,13,2026-03-28,12,309.82,Debit,"Loan Payment"
311,13,2026-04-02,13,210.60,Debit,Transfer
312,13,2026-04-05,13,258.89,Debit,Dining
313,13,2026-04-06,10,255.47,Credit,"ATM Withdrawal"
314,13,2026-04-07,14,309.50,Debit,Travel
315,13,2026-04-18,9,189.68,Credit,Utilities
316,13,2026-04-20,5,234.29,Debit,"Loan Payment"
317,13,2026-04-21,12,118.92,Debit,Travel
318,13,2026-04-27,20,206.11,Debit,Utilities
319,13,2026-05-01,14,248.15,Credit,"Loan Payment"
320,13,2026-05-08,8,240.80,Debit,Dining
321,13,2026-05-16,15,324.64,Debit,Groceries
322,13,2026-05-16,9,181.30,Debit,"ATM Withdrawal"
323,13,2026-05-17,10,85.96,Debit,Shopping
324,13,2026-05-17,11,233.80,Debit,Shopping
325,13,2026-05-25,16,266.07,Credit,Utilities
326,13,2026-05-26,10,211.12,Debit,Groceries
327,13,2026-05-31,10,211.32,Credit,Travel
328,13,2026-06-01,14,126.19,Credit,Travel
329,13,2026-06-01,13,123.13,Debit,Transfer
330,13,2026-06-03,20,73.76,Debit,Utilities
331,13,2026-06-07,19,155.37,Debit,Shopping
332,13,2026-06-08,6,139.60,Credit,"Loan Payment"
333,13,2026-06-09,14,111.09,Debit,Travel
334,13,2026-06-10,13,240.64,Credit,Shopping
335,13,2026-06-10,19,177.31,Debit,Groceries
336,13,2026-06-12,16,198.43,Debit,Transfer
337,13,2026-06-19,10,94.54,Credit,Shopping
338,13,2026-06-19,12,302.40,Credit,Transfer
339,13,2026-06-25,14,144.08,Debit,Dining
340,13,2026-06-29,8,103.49,Debit,Travel
341,14,2026-03-03,16,59.33,Debit,"Loan Payment"
342,14,2026-03-06,15,226.75,Credit,Travel
343,14,2026-03-08,11,83.62,Credit,Dining
344,14,2026-03-12,11,378.35,Debit,Transfer
345,14,2026-03-16,17,171.63,Debit,Groceries
346,14,2026-03-16,13,183.63,Debit,Groceries
347,14,2026-03-21,10,73.83,Debit,Shopping
348,14,2026-03-23,13,190.33,Debit,Shopping
349,14,2026-03-24,11,191.33,Credit,Shopping
350,14,2026-04-03,14,203.93,Debit,"Loan Payment"
351,14,2026-04-09,11,222.06,Debit,Transfer
352,14,2026-04-11,14,33.24,Credit,"Loan Payment"
353,14,2026-04-16,17,304.93,Debit,Travel
354,14,2026-04-23,20,153.45,Credit,Shopping
355,14,2026-04-24,11,205.66,Debit,Travel
356,14,2026-05-01,16,275.96,Debit,Transfer
357,14,2026-05-02,11,299.84,Debit,Dining
358,14,2026-05-03,19,159.96,Debit,Shopping
359,14,2026-05-04,19,249.03,Debit,Dining
360,14,2026-05-05,14,253.34,Debit,Shopping
361,14,2026-05-06,11,342.13,Debit,Groceries
362,14,2026-05-08,14,255.20,Credit,"Loan Payment"
363,14,2026-05-20,8,113.79,Debit,Travel
364,14,2026-05-30,16,202.86,Debit,Groceries
365,14,2026-06-01,16,259.18,Credit,"ATM Withdrawal"
366,14,2026-06-01,18,50.75,Debit,Travel
367,14,2026-06-04,18,71.85,Credit,"Loan Payment"
368,14,2026-06-05,16,231.09,Debit,Utilities
369,14,2026-06-08,17,241.37,Credit,Groceries
370,14,2026-06-17,11,313.19,Debit,Shopping
371,14,2026-06-19,19,321.40,Debit,Groceries
372,14,2026-06-26,14,188.50,Debit,Utilities
373,15,2026-03-08,6,233.10,Debit,Dining
374,15,2026-03-16,16,295.67,Debit,Transfer
375,15,2026-03-25,13,333.70,Debit,Travel
376,15,2026-04-14,15,250.03,Debit,Dining
377,15,2026-04-26,14,142.32,Debit,"ATM Withdrawal"
378,15,2026-04-27,20,245.64,Debit,Utilities
379,15,2026-04-28,12,212.13,Debit,"ATM Withdrawal"
380,15,2026-04-29,14,142.84,Debit,"Loan Payment"
381,15,2026-05-01,10,30.06,Debit,Dining
382,15,2026-05-03,14,191.15,Debit,Transfer
383,15,2026-05-17,12,204.64,Debit,Dining
384,15,2026-05-18,17,143.80,Debit,"Loan Payment"
385,15,2026-05-22,15,291.28,Debit,Travel
386,15,2026-05-26,11,307.96,Debit,Groceries
387,15,2026-05-28,8,335.27,Debit,Travel
388,15,2026-06-02,11,185.46,Debit,Dining
389,15,2026-06-05,12,297.55,Debit,Groceries
390,15,2026-06-09,13,378.00,Debit,Transfer
391,15,2026-06-10,10,358.29,Debit,Transfer
392,15,2026-06-29,15,397.23,Credit,Travel
393,16,2026-03-03,16,285.92,Debit,"ATM Withdrawal"
394,16,2026-03-11,13,207.48,Debit,"Loan Payment"
395,16,2026-03-13,20,210.09,Debit,"Loan Payment"
396,16,2026-03-15,14,107.65,Debit,Dining
397,16,2026-03-21,18,237.70,Debit,"ATM Withdrawal"
398,16,2026-03-22,13,278.26,Debit,Dining
399,16,2026-04-02,9,267.11,Debit,Dining
400,16,2026-04-05,15,282.23,Debit,Travel
